timestamp,vehicle_id,session_id,lat,lon,heading
1520283686321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1775,11.5928,303
1520283691321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1778,11.5921,303
1520283696321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1781,11.5914,270
1520283699321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1779,11.5911,214
1520283704321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1774,11.5906,214
1520283709321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1770,11.5902,214
1520283736321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1771,11.5894,296
1520283740794,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1773,11.5886,290
1520283745290,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1775,11.5877,280
1520283749321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1776,11.5868,280
1520283754321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1777,11.5860,270
1520283817755,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1777,11.5851,231
1520283839321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1770,11.5850,172
1520283844321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1764,11.5851,172
1520283863321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1757,11.5853,169
1520283867321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1752,11.5854,176
1520283872321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1746,11.5855,176
1520283877321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1739,11.5855,176
1520283882321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1734,11.5856,176
1520283887321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1727,11.5857,176
1520283892321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1720,11.5857,176
1520283927321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1707,11.5858,176
1520283932321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1701,11.5859,176
1520283937321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1696,11.5860,176
1520283942321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1692,11.5860,176
1520283947321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1685,11.5861,176
1520283951321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1681,11.5861,178
1520283956321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1678,11.5861,178
1520283961321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1673,11.5861,178
1520283966321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1667,11.5861,178
1520283970321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1662,11.5861,176
1520283975321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1655,11.5862,176
1520283980321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1648,11.5863,176
1520283985321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1641,11.5863,176
1520283989321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1635,11.5863,183
1520283994321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1630,11.5863,183
1520284029321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1623,11.5862,183
1520284034321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1617,11.5861,183
1520284039321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1612,11.5861,183
1520284043321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1608,11.5859,193
1520284047321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1603,11.5857,197
1520284052321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1597,11.5855,197
1520284057321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1590,11.5852,197
1520284062321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1585,11.5849,197
1520284067321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1581,11.5847,197
1520284102321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1570,11.5842,197
1520284107321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1564,11.5840,197
1520284112321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1559,11.5837,197
1520284117321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1553,11.5834,197
1520284122321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1548,11.5832,197
1520284127321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1542,11.5829,197
1520284132321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1537,11.5827,197
1520284137321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1531,11.5824,197
1520284141321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1527,11.5821,206
1520284145321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1522,11.5818,190
1520284150321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1516,11.5816,190
1520284153321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1513,11.5815,196
1520284158321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1508,11.5813,196
1520284163321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1503,11.5811,196
1520284168321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1498,11.5809,196
1520284172321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1495,11.5807,196
1520284177321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1491,11.5805,196
1520284181975,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1487,11.5804,197
1520284186321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1483,11.5802,197
1520284191321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1477,11.5799,197
1520284196321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1471,11.5796,197
1520284201321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1466,11.5794,197
1520284206321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1460,11.5791,197
1520284211321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1455,11.5789,197
1520284216321,E0Y3RIF5HMCU2FL,d081204be8e7f89efe9267057c6ec0d8,48.1451,11.5786,197
1520598640323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1377,11.6900,342
1520598644323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1380,11.6898,331
1520598678323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1391,11.6889,329
1520598683323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1396,11.6885,329
1520598688225,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1400,11.6881,326
1520598692323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1403,11.6878,326
1520598695323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1406,11.6877,21
1520598699323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1409,11.6880,49
1520598703323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1411,11.6885,66
1520598707153,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1411,11.6891,112
1520598709970,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1409,11.6894,171
1520598713323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1406,11.6894,202
1520598716323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1403,11.6890,239
1520598721323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1399,11.6880,239
1520598725323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1395,11.6871,239
1520598730323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1391,11.6859,239
1520598734656,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1386,11.6848,244
1520598739323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.6835,244
1520598743323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1379,11.6823,250
1520598747323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1376,11.6810,255
1520598751323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1374,11.6796,262
1520598755323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1373,11.6782,267
1520598759375,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1373,11.6767,274
1520598764323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1374,11.6748,274
1520598768323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1375,11.6734,281
1520598772323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1377,11.6721,285
1520598777323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6704,285
1520598782183,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1384,11.6687,283
1520598786323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1386,11.6673,283
1520598790323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1388,11.6659,279
1520598795323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1390,11.6642,279
1520598799807,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1391,11.6627,275
1520598804323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1392,11.6611,275
1520598808912,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1393,11.6594,273
1520598813323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1394,11.6578,273
1520598817323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1394,11.6563,270
1520598821487,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1395,11.6549,268
1520598826323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1394,11.6534,268
1520598831323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1394,11.6521,268
1520598836323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1394,11.6510,268
1520598840323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1394,11.6502,267
1520598845323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1393,11.6491,267
1520598850323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1393,11.6478,267
1520598856323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1392,11.6462,267
1520598860323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1392,11.6450,266
1520598865323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1391,11.6434,266
1520598870323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1391,11.6420,266
1520598875323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1390,11.6406,266
1520598880323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1390,11.6393,266
1520598885323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1389,11.6381,266
1520598890323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1389,11.6368,266
1520598895323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1388,11.6356,266
1520598900323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1388,11.6344,266
1520598905323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1387,11.6331,266
1520598910323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1387,11.6319,266
1520598915323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1387,11.6308,266
1520598919527,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1386,11.6298,266
1520598924323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1386,11.6287,266
1520598929323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1385,11.6276,266
1520598934323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1385,11.6266,266
1520598939323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1385,11.6257,266
1520598943323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1385,11.6250,262
1520598948323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1384,11.6241,262
1520598952323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1383,11.6236,255
1520598956323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1383,11.6231,274
1520598960045,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1383,11.6226,271
1520598963323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.6221,265
1520598968323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.6213,265
1520598973323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6205,265
1520598978323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6197,265
1520598982323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6190,271
1520598987323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6181,271
1520598992323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6172,271
1520598997323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6163,271
1520599002323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1381,11.6155,271
1520599006323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.6151,275
1520599054323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.6147,275
1520599059323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.6140,275
1520599064323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1383,11.6134,275
1520599069323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1383,11.6130,275
1520599074323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1383,11.6125,275
1520599216323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1398,11.6052,278
1520599221323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1398,11.6047,278
1520599294323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1404,11.6015,287
1520599299323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1406,11.6007,287
1520599304323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1408,11.5997,287
1520599309099,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1410,11.5989,297
1520599313151,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1412,11.5983,288
1520599317323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1413,11.5977,288
1520599321323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1415,11.5972,309
1520599324323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1417,11.5971,10
1520599329323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1422,11.5972,10
1520599333212,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1425,11.5971,301
1520599336323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1426,11.5968,266
1520599340302,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1424,11.5964,197
1520599344323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1421,11.5962,197
1520599348507,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1417,11.5961,228
1520599351951,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1416,11.5957,286
1520599356323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1418,11.5951,286
1520599361323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1419,11.5944,286
1520599366323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1420,11.5937,286
1520599371323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1422,11.5929,286
1520599421323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1425,11.5916,286
1520599426323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1426,11.5908,286
1520599431323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1427,11.5902,286
1520599542323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1432,11.5881,286
1520599547323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1434,11.5871,286
1520599551323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1436,11.5862,287
1520599556323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1438,11.5850,287
1520599561323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1441,11.5838,287
1520599565323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1443,11.5827,292
1520599569991,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1447,11.5814,305
1520599573323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1450,11.5804,294
1520599577323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1453,11.5793,286
1520599582323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1456,11.5779,286
1520599586323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1457,11.5768,274
1520599589233,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1458,11.5761,269
1520599591323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1458,11.5754,270
1520599594874,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1458,11.5748,219
1520599598323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1455,11.5745,196
1520599602323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1450,11.5743,196
1520599607323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1443,11.5740,196
1520599611323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1437,11.5737,198
1520599615323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1433,11.5733,212
1520599619323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1430,11.5729,224
1520599623323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1427,11.5724,243
1520599628323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1426,11.5718,243
1520599633323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1424,11.5714,243
1520599673323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1420,11.5702,243
1520599677407,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1418,11.5697,241
1520599681323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1416,11.5692,221
1520599686323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1413,11.5688,221
1520599691323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1410,11.5683,221
1520599897323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1391,11.5651,187
1520599902323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1386,11.5650,187
1520599906323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1382,11.5649,185
1520599911323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1377,11.5648,185
1520599980323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1374,11.5638,269
1520599984323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1374,11.5631,270
1520599989323,TEIDFW2WBCXCGO6,105b2edf340332016051b0cd83720fd0,48.1374,11.5624,270
1520719449080,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1454,11.4719,110
1520719452096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1454,11.4721,91
1520719457096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1454,11.4726,91
1520719462096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1454,11.4732,91
1520719466096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1454,11.4737,92
1520719471096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1453,11.4744,92
1520719476096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1453,11.4754,92
1520719481096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1452,11.4765,92
1520719486096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1452,11.4777,92
1520719491096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1452,11.4788,92
1520719496096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1451,11.4800,92
1520719501096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1451,11.4811,92
1520719506096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1450,11.4822,92
1520719510096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1450,11.4829,97
1520719515096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1449,11.4839,97
1520719520096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1449,11.4851,97
1520719524348,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1447,11.4860,97
1520719529096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1446,11.4870,97
1520719534096,WLQBNAL7EM14E3N,34bc364a89e2d869bdadafa99e4f3e15,48.1446,11.4879,97
